variable_name,occurrence_count,file_count,source_areas,extraction_types,likely_roles,module_hints,files,review_reason
total_employee_overheads_annual,12,4,components | lib,declaration | destructured_name | snake_case_reference,calculation | mentioned | selector,general-overheads,components\employee-overheads\EmployeeOverheadHelpPanel.jsx | components\employee-overheads\EmployeeOverheadSummaryCard.jsx | lib\calculations\employeeOverheadCalculations.js | lib\selectors\employeeOverheadSelectors.js,appears_in_multiple_files | appears_with_multiple_roles
total_grouped_asset_cost,12,4,hooks | lib,declaration | object_key | snake_case_reference,calculation | selector,assets,hooks\cost-allocation\useCostAllocationOutputContract.js | hooks\useCostAllocation.js | lib\calculations\costAllocationRules.js | lib\selectors\cost-allocation\costAllocationCardSections.js,appears_in_multiple_files | appears_with_multiple_roles
working_hours,12,4,lib,declaration | object_key | snake_case_reference,calculation | output_contract_field | selector,labour | unknown,lib\calculations\labourRateRealityCheckCalculations.js | lib\calculations\quickStartCalculations.js | lib\selectors\labourRateRealityCheckSelectors.js | lib\selectors\quickStartSelectors.js,appears_in_multiple_files | appears_with_multiple_roles | appears_across_multiple_modules
add_pnl_line,11,4,components | hooks | lib,function | snake_case_reference,mentioned | selector,p-and-l,components\p-and-l\ProfitAndLossSectionBlock.jsx | hooks\useProfitAndLoss.js | lib\selectors\profitAndLossSelectors.js | lib\storage\profitAndLossStorage.js,appears_in_multiple_files | appears_with_multiple_roles
assigned_overhead_cost,11,4,components | hooks | lib,declaration | object_key | snake_case_reference,calculation | mentioned,general-overheads,components\cost-allocation\CostAllocationEvidenceBreakdown.jsx | components\cost-allocation\CostAllocationMainCard.jsx | hooks\cost-allocation\useCostAllocationAssignmentCards.js | lib\calculations\cost-allocation\costAllocationPoolBuilders.js,appears_in_multiple_files | appears_with_multiple_roles
build_cost_allocation_output_contract,11,4,hooks | lib,export_function | function | import | snake_case_reference,exported_function | imported_dependency | output_contract_field,cost-allocation | labour,hooks\cost-allocation\useCostAllocationOutputContract.js | hooks\rate-builder\useRateBuilderLabourRates.js | hooks\useCostAllocation.js | lib\selectors\rate-builder\rateBuilderLabourModelSelectors.js,appears_in_multiple_files | appears_with_multiple_roles | appears_across_multiple_modules
get_status_label,11,4,components,export_function | function | snake_case_reference,exported_function | mentioned | warning_id,labour | module-reconciliation | recovery-summary,components\labour\ProductiveStaffTypeRatesPanel.jsx | components\model-readiness\ModelReadinessReconciliationChecks.jsx | components\recovery-summary\RecoverySummaryMainCard.jsx | components\recovery-summary\main-card\recoverySummaryWarningHelpers.js,appears_in_multiple_files | appears_with_multiple_roles | appears_across_multiple_modules
get_suggested_category_text,11,4,components | lib,export_function | function | snake_case_reference,exported_function | mentioned,p-and-l,components\p-and-l\ProfitAndLossLineRow.jsx | components\p-and-l\ProfitAndLossOperatingExpenseGroup.jsx | components\p-and-l\ProfitAndLossSectionBlock.jsx | lib\p-and-l\profitAndLossClassificationRules.js,appears_in_multiple_files | appears_with_multiple_roles
included_labour_basis_label,11,4,components | lib,declaration | object_key | snake_case_reference,calculation | mentioned | object_field | selector,labour,components\rates\square-metre\SquareMetreRateMainCard.jsx | lib\calculations\squareMetreRateCalculations.js | lib\selectors\squareMetreRateSelectors.js | lib\storage\squareMetreRateStorage.js,appears_in_multiple_files | appears_with_multiple_roles
labour_pool_status,11,4,hooks | lib,object_key | snake_case_reference,status_field,labour,hooks\cost-allocation\useCostAllocationAssignmentCards.js | lib\calculations\cost-allocation\costAllocationPoolBuilders.js | lib\calculations\costAllocationRules.js | lib\selectors\cost-allocation\costAllocationCardSections.js,appears_in_multiple_files | status_or_trust_field
linked_asset_ids,11,4,hooks | lib,declaration | destructured_name | snake_case_reference,calculation | mentioned | warning_id,assets,hooks\cost-allocation\useCostAllocationGroupRecoveryRows.js | lib\calculations\cost-allocation\costAllocationMaps.js | lib\calculations\cost-allocation\costAllocationValidation.js | lib\calculations\costAllocationRules.js,appears_in_multiple_files | appears_with_multiple_roles
linked_staff_ids,11,4,hooks | lib,declaration | destructured_name | snake_case_reference,calculation | mentioned | warning_id,labour,hooks\cost-allocation\useCostAllocationGroupRecoveryRows.js | lib\calculations\cost-allocation\costAllocationMaps.js | lib\calculations\cost-allocation\costAllocationValidation.js | lib\calculations\costAllocationRules.js,appears_in_multiple_files | appears_with_multiple_roles
machine_rate,11,4,components | lib,declaration | object_key | snake_case_reference,calculation | mentioned | object_field | selector,unknown,components\quick-start\QuickStartMainCard.jsx | lib\calculations\quickStartCalculations.js | lib\selectors\quickStartSelectors.js | lib\storage\quickStartStorage.js,appears_in_multiple_files | appears_with_multiple_roles
operator_rate,11,4,components | lib,declaration | object_key | snake_case_reference,calculation | mentioned | object_field | selector,unknown,components\quick-start\QuickStartMainCard.jsx | lib\calculations\quickStartCalculations.js | lib\selectors\quickStartSelectors.js | lib\storage\quickStartStorage.js,appears_in_multiple_files | appears_with_multiple_roles
overhead_allocation_method,11,4,hooks | lib,declaration | object_key | snake_case_reference,calculation | selector,general-overheads | labour,hooks\useCostAllocation.js | lib\calculations\cost-allocation\costAllocationPoolBuilders.js | lib\selectors\cost-allocation\costAllocationRateBuilderSelectors.js | lib\selectors\rate-builder\rateBuilderLabourSourceSelectors.js,appears_in_multiple_files | appears_with_multiple_roles | appears_across_multiple_modules
perfect_world_income,11,4,lib,declaration | object_key | snake_case_reference,calculation | output_contract_field | selector,labour | unknown,lib\calculations\labourRateRealityCheckCalculations.js | lib\calculations\quickStartCalculations.js | lib\selectors\labourRateRealityCheckSelectors.js | lib\selectors\quickStartSelectors.js,appears_in_multiple_files | appears_with_multiple_roles | appears_across_multiple_modules
pnl_direct_labour,11,4,components | lib,declaration | object_key | snake_case_reference,calculation | mentioned | object_field | selector,p-and-l,components\revenue-summary\RevenueSummaryMainCard.jsx | lib\calculations\revenueSummaryCalculations.js | lib\selectors\revenueSummarySelectors.js | lib\storage\revenueSummaryStorage.js,appears_in_multiple_files | appears_with_multiple_roles
pnl_net_result,11,4,components | lib,declaration | object_key | snake_case_reference,calculation | mentioned | selector,p-and-l,components\revenue-summary\RevenueSummaryMainCard.jsx | components\revenue-summary\RevenueSummarySummaryCard.jsx | lib\calculations\revenueSummaryCalculations.js | lib\selectors\revenueSummarySelectors.js,appears_in_multiple_files | appears_with_multiple_roles
primary_unit_type,11,4,hooks | lib,object_key | snake_case_reference,calculation | selector,recovery-summary | revenue-cogs,hooks\useRevenueCogs.js | lib\calculations\recoverySummaryCalculations.js | lib\calculations\revenueCogsCalculations.js | lib\selectors\revenueCogsSelectors.js,appears_in_multiple_files | appears_with_multiple_roles | appears_across_multiple_modules
product_cost,11,4,components | lib,declaration | object_key | snake_case_reference,calculation | mentioned | object_field | selector,unknown,components\quick-start\QuickStartMainCard.jsx | lib\calculations\quickStartCalculations.js | lib\selectors\quickStartSelectors.js | lib\storage\quickStartStorage.js,appears_in_multiple_files | appears_with_multiple_roles
reason,11,4,components | hooks | lib,object_key,object_field | selector | warning_id,cost-allocation | opening-hours,components\opening-hours\OpeningHoursMainCard.jsx | hooks\useOpeningHours.js | lib\selectors\cost-allocation\costAllocationCardSections.js | lib\selectors\cost-allocation\costAllocationDisplayHelpers.js,appears_in_multiple_files | appears_with_multiple_roles | appears_across_multiple_modules
required_material_recovery,11,4,hooks | lib,declaration | object_key | snake_case_reference,calculation | selector,cost-allocation | recovery-summary,hooks\useRecoverySummary.js | lib\calculations\cost-allocation\costAllocationInputBuilder.js | lib\calculations\recoverySummaryCalculations.js | lib\selectors\recoverySummarySelectors.js,appears_in_multiple_files | appears_with_multiple_roles | appears_across_multiple_modules
scenario_delta_annual,11,4,components | hooks | lib,object_key | snake_case_reference,calculation | mentioned | object_field | selector,business-modelling,components\business-modelling\BusinessModellingDeltaCard.jsx | hooks\useBusinessModelling.js | lib\calculations\businessModellingCalculations.js | lib\selectors\businessModellingSelectors.js,appears_in_multiple_files | appears_with_multiple_roles
scenario_delta_per_hour,11,4,components | hooks | lib,object_key | snake_case_reference,calculation | mentioned | object_field | selector | warning_id,business-modelling,components\business-modelling\BusinessModellingDeltaCard.jsx | hooks\useBusinessModelling.js | lib\calculations\businessModellingCalculations.js | lib\selectors\businessModellingSelectors.js,appears_in_multiple_files | appears_with_multiple_roles
scenario_total_cost_burden,11,4,components | hooks | lib,declaration | object_key | snake_case_reference,calculation | mentioned | object_field | selector,cost-summary,components\business-modelling\BusinessModellingScenarioResult.jsx | hooks\useBusinessModelling.js | lib\calculations\businessModellingCalculations.js | lib\selectors\businessModellingSelectors.js,appears_in_multiple_files | appears_with_multiple_roles
scenario_total_direct_costs,11,4,components | hooks | lib,declaration | object_key | snake_case_reference,calculation | mentioned | object_field | selector,revenue-cogs,components\business-modelling\BusinessModellingScenarioResult.jsx | hooks\useBusinessModelling.js | lib\calculations\businessModellingCalculations.js | lib\selectors\businessModellingSelectors.js,appears_in_multiple_files | appears_with_multiple_roles
scenario_total_revenue,11,4,components | hooks | lib,declaration | object_key | snake_case_reference,calculation | mentioned | object_field | selector,business-modelling,components\business-modelling\BusinessModellingScenarioResult.jsx | hooks\useBusinessModelling.js | lib\calculations\businessModellingCalculations.js | lib\selectors\businessModellingSelectors.js,appears_in_multiple_files | appears_with_multiple_roles
selected_model_trust_state,11,4,app | components | hooks | lib,declaration | object_key | snake_case_reference,trust_state_field,model-readiness,app\business-modelling\page.jsx | components\business-modelling\BusinessModellingStatusStrip.jsx | hooks\useBusinessModelling.js | lib\selectors\businessModellingSelectors.js,appears_in_multiple_files | status_or_trust_field
supplied_material_revenue,11,4,components | lib,declaration | object_key | snake_case_reference,calculation | mentioned | object_field | selector,unknown,components\materials\MaterialsMainCard.jsx | lib\calculations\materialsCalculations.js | lib\selectors\materialsSelectors.js | lib\storage\materialsStorage.js,appears_in_multiple_files | appears_with_multiple_roles
total_trading_income,11,4,components | lib,declaration | object_key | snake_case_reference,calculation | mentioned | output_contract_field,p-and-l,components\p-and-l\ProfitAndLossMainCard.jsx | components\p-and-l\ProfitAndLossSectionBlock.jsx | lib\calculations\profitAndLossCalculations.js | lib\selectors\profitAndLossSelectors.js,appears_in_multiple_files | appears_with_multiple_roles
base_rate,10,4,components | lib,object_key | snake_case_reference,calculation | mentioned | selector,unknown,components\rates\square-metre\SquareMetreRateStatusStrip.jsx | components\rates\square-metre\SquareMetreRateSummaryCard.jsx | lib\calculations\squareMetreRateCalculations.js | lib\selectors\squareMetreRateSelectors.js,appears_in_multiple_files | appears_with_multiple_roles
cost_of_sales_lines,10,4,hooks | lib,declaration | object_key | snake_case_reference,calculation | output_contract_field | selector,p-and-l | revenue-cogs,hooks\useRevenueCogs.js | lib\calculations\profitAndLossCalculations.js | lib\calculations\revenueCogsCalculations.js | lib\selectors\revenueCogsSelectors.js,appears_in_multiple_files | appears_with_multiple_roles | appears_across_multiple_modules
